ArraySide,Sparsity,Iterations,Threads,CSR_Build_Serial,CSR_Build_Parallel,CSR_Mul_Serial,CSR_Mul_Parallel,Dense_Mul_Serial,Dense_Mul_Parallel,Verification
10000,40,20,32,2.0690455,0.42557275,3.002342,0.94217025,5.16992825,1.37635,PASS
10000,60,20,1,1.845917,1.66869775,2.139634,2.00303275,5.08778575,5.1944444999999995,PASS
10000,60,20,2,1.80899525,0.9369372499999999,2.0101035,1.2211922499999999,5.15321725,3.1038885,PASS
10000,60,20,4,1.80337575,0.58720475,2.05868025,0.897595,5.1302455,1.9846807499999999,PASS
10000,60,20,8,1.762895,0.3744465,2.022133,0.64494575,5.1784485,1.353151,PASS
10000,60,20,16,1.660768,0.375458,2.043789,0.6525525,5.0934925,1.39276175,PASS
10000,60,20,32,1.63600275,0.36318825,2.03229125,0.65237625,5.131711,1.3870197499999999,PASS
10000,80,20,1,1.02952625,1.0041305,1.0364772500000001,1.014365,5.09526625,5.2514755,PASS
10000,80,20,2,0.9753765,0.54038125,1.00889875,0.600829,5.07172525,3.00573175,PASS
10000,80,20,4,0.99525325,0.34079075000000003,1.0270332500000001,0.4801425,5.139667,2.08037825,PASS
10000,80,20,8,0.987317,0.19939325,1.0221055,0.33207525,5.08643275,1.3537314999999999,PASS
10000,80,20,16,0.99183275,0.21834675,1.01865925,0.33352125,5.132368,1.3827485,PASS
10000,80,20,32,0.993236,0.20449225,1.0140547500000001,0.33392075,5.1388955,1.3621625,PASS
10000,90,20,1,0.7233615,0.69106,0.50696275,0.52081625,5.078229,5.2505535,PASS
10000,90,20,2,0.7085295,0.3828955,0.4925385,0.288891,5.0765595,2.99028225,PASS
10000,90,20,4,0.7229575,0.264714,0.49588774999999996,0.21624925,5.088981,2.0598525,PASS
10000,90,20,8,0.69995575,0.14814775,0.51035925,0.1614795,5.09071875,1.3603435,PASS
10000,90,20,16,0.6983010000000001,0.15779749999999998,0.51221525,0.169979,5.0898475,1.3781634999999999,PASS
10000,90,20,32,0.69642875,0.15671000000000002,0.5241939999999999,0.17856275,5.1248115,1.3691915,PASS
10000,99,20,1,0.474822,0.44574,0.0543535,0.05400775,5.07334175,5.21043475,PASS
10000,99,20,2,0.44818075,0.25859775,0.0562845,0.0325565,5.12378225,3.1565760000000003,PASS
10000,99,20,4,0.44990074999999996,0.16621425,0.052464,0.02224775,5.13094325,2.04042125,PASS
10000,99,20,8,0.4533995,0.10038425,0.05078625,0.01680825,5.10621925,1.3506865000000001,PASS
10000,99,20,16,0.4624065,0.10573674999999999,0.05463325,0.0280325,5.09479975,1.391802,PASS
10000,99,20,32,0.460279,0.104014,0.0544085,0.03348525,5.126353,1.3613285,PASS
